security_no,segment,suggested_action,churn_probability
GTO2BVY,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
DAG59UN,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
RYOLK4W,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
D92A6PC,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.22
V9HWNPQ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
SMJL5IB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
QMK3HBT,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
Q50ZPB9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.89
PES5G7R,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
TCL1GQC,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
MDS14LT,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
3YXQ4JS,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.9
4NL03NY,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
QSBXLR8,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
YXYYXEK,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.14
5IEX0Q3,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
D50LTQV,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
CDHA3TH,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
H3G01EB,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.14
JZNJIIC,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
BWV3Y5Y,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.93
BGSJ7GZ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.08
V1EYAW0,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
UUQDHKU,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.96
Q1IU09N,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
I7VP1F8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
FPDJ7OR,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
PBDSQ8S,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
HKLSR5E,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
SBVLO6I,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
HOX9QMU,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
0DH1BVP,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
YSDH8K8,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.21
YVZ1DNV,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.96
IDJ4B27,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
3T9U6TT,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
9HXJXDM,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
XOKXM9C,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.92
I4NQ8BB,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
E2JS2ML,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
1BUY8D3,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
FS7R1OD,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.78
X70WPJG,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
B2WFUB6,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.79
8BYDOTJ,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.69
RZ00NWP,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
K0Y2O9V,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
FHD178Z,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.69
R5E5IV6,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
SSA8CIR,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
7N79FBP,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
4FJL7JL,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.79
NFDNOU7,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
A8OSDU8,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
RJXNL39,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
OSRJDCT,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
9D2QVMI,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
WDCTMM9,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
MWTKFKU,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
8J231WZ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
YX25VGW,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
MAJKR2E,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.95
JJJFQYY,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
OH13YRO,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
RFWPHK4,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
C2Z7QT7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
C9WI7I9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
C15R2BG,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.73
KD90R0V,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
5ULY32P,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
ZO3YNFJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
E5I9F0N,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
Z3RCGC7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
YTP4LD5,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.75
XGUYYDM,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.84
FKXITC1,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.05
IRKW363,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
N0BSZ9C,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.8
LZ5IVZG,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
ZPM5DPE,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
IOR9RB0,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.78
MORJAUU,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
GDH8L3M,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.13
GGJSG7O,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
O3B8S86,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
3B8ORL7,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
NKM4NIM,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
AUU6MGC,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
MWGMEUL,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
53P3387,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
64K0NLE,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
ORG2E75,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.88
FZZ07ZP,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
0DARTFU,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
XJI0XB3,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
GVMYCEM,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
HNQZWU1,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.04
M7KJSFO,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
KBTC2KO,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
N5H20X4,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
VIDEKQQ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
LTV0Y2B,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
Q28ECZE,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
PJB11LT,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
CWHN3E8,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
SUMN8PR,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
OS89LS9,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.14
9WBPIGN,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.04
IUCO3DO,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.07
XUXPZL8,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.18
QIPH7WC,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
UVV260X,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.84
YY5DU04,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
6UJC5D1,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.89
BWJ0HWD,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
JGI6ASS,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
2CIAH61,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
N3OGKC7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
0N0MQLE,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.24
LIHQPH9,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.22
74ZHT4P,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.54
E9IBMGF,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
4NHM0E8,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
2I4JUKE,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.92
Y0MHMY3,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
PIDHDRR,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
MHCHLRS,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
W33E0MP,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
WLYIBJS,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
G1NVGNG,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
VSUWDWP,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.31
BYS9SSY,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.72
KOURJL3,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.52
XQK5LCV,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.3
PZQIWI6,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.92
IM0LFPC,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
IIJC8TX,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
BC6P5BZ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
A8XSN3M,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
MMR2YNS,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
L8YAH7C,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.29
BKE9OTZ,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
S07EZ2O,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
I4FZGPM,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
ROKQ0N7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
U9E085O,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
DJIWFX5,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
SY2KB4T,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.05
JRSW7R5,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
7K3E7PN,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
2RVKOGZ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
YG4KTEH,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
O1NGB3C,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.09
P8Y6WOK,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
WB6ZXAS,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
DV495LP,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
JL1JLTD,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
D60SUZC,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.06
S7QH1SK,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
065EDH5,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
D4CNTOD,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
MM7M5YM,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
NC9I8RI,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.25
AASUX1H,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
YOVTD5S,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
XTCCV71,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.24
ZUHCLNJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
YS0I9JC,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.45
08XLV0I,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.8
Y1A1FV0,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
UQLL8LM,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.01
FQJYTIU,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.11
KBZ97BP,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
PHFHPC1,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
4GLK6JI,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.1
LKYZVS5,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
LOGEWTZ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
SQMAGRG,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.98
ZQ0Y73R,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
SFXH6HI,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
JCACT9E,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
MD6QUKO,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
MTC408R,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
M4LV8Z3,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
8CYWQOV,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
EK2H4A3,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
PBZXXGR,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.75
JDG8UJM,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
3ZEGZVI,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
WPN92R7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
NFBSXDE,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.05
Y4ITW3X,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
B70DPBU,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.17
TIX76G2,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
Q7LLT4S,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
YYGA0PJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
5YAZ1V9,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.17
A4EROQX,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.87
F5XX2WR,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
IKF602F,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
E8HC1EB,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
KTBVHUI,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
BJWQT1R,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
AB28K59,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.05
HCFHLDX,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.92
TETCMN2,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
25V97MF,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.18
93KWP5T,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.74
R7BTO9N,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
FOLOFL8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
MVFVDR2,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.89
NB028CE,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.65
HQ0GMS8,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.77
ZGZBC1J,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
NUXM06E,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
0QATE86,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
7PIQFN1,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
0Q55XLS,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.9
JMINUSY,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.95
DWMYIMF,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
AQ4IR6H,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
TZ8J1M6,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
D9NYX1H,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
RU0UQE0,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
891MJFT,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
H4EUL1P,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
557TOBD,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
DY8LTSA,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
99IWT4B,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
H3BSA4G,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
CRA8C1I,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.32
4XR41Q3,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.69
MTUZSXL,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
GJ6SJ3H,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.05
10FJ8RV,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.23
DAWMAK7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
6NEPXUK,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
KOIVTGN,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.49
X5Y2O0R,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
M5RCD29,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
HEUN8BU,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
JU37NN2,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
9FEZVEN,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
S9CQCM9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
7RU8MKF,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.06
CCV8W4B,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.79
AZ30IYG,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
3R8C4RS,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.9
KOCMQ7L,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.31
CUZ4LNJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
GSSBDJE,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
QVNCE2B,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
UMJ8JGK,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.25
S87SB41,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
DNBR5O6,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
A8VVT8G,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
52EDJ88,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.26
YUO0940,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
CLZ1X0P,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.5
CLBGB15,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
87I14XI,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
SNIS654,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
M2ZZ38N,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
GU1TD5V,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.16
0UKED3G,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.95
FYTOUHO,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.0
OP4VXQH,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
MWIHFIC,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
ZI4UXER,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
2BTXHH6,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
5GFXYVN,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.02
EZOXTN2,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
SMR5RSN,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
G6OFZPI,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.73
YU3GZH3,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
Q5AOEYI,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
MF8AQD0,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
4UROR9V,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
D22R6RD,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.05
A00G55R,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.06
UO8FJYY,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
KIOF9FD,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
IMG95XG,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
5MJ8GA4,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
IF9U5W4,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.02
9LG1013,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
G0MM5WT,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
VPS9Y5Y,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.97
3OFGITG,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.18
OI6SKN9,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.06
YDIVJKM,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.15
S992RWH,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
H4G5235,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
D3P155Z,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.88
VF0CLJA,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.04
A90MO77,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
95N93GO,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
8CAYTDO,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
25DPXXM,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
H3ATI8Z,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
RX38FVL,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.08
PHQ3WGD,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.4
MLBAAN1,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.05
XGSPFBN,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
DV3RSFG,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
2MSJSFY,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.05
1SM1O38,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.16
MSNHAPW,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
S0K3HSC,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.03
KSN6FSX,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
OAMZV76,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
THERILH,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
191S2NT,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.01
VI4HSAX,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.92
DH6CCKL,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
WP51WIT,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
KMD1XKW,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.0
U7NM321,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
OOQOWNH,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
7JONZZ4,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
LMOYMLL,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.98
Z5UX3BY,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
VI9S22D,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
1D8X9L7,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
ZBTZFUI,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
7HBBSQ0,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
8N9U8LH,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
02CH7DY,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.23
AJN2CXV,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
IANK8BZ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
OCU9U76,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
H2YT3XZ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
JS3C19O,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.19
7AN7QWI,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
DTXVB11,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.97
C4636EQ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
V3D82BK,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
UUO58H3,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.12
I4UPDLG,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
SQV6TGG,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.84
