age,gender,security_no,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,tenure_days
42,0,Z14G1TG,2,2,0.0,0,1,1,15.0,48.14,47687.39,20.0,622.02,1,0,1,2,1,1,1040
19,1,TINF4M4,2,2,1.0,1,1,2,13.0,31.12,17001.91,22.0,609.99,0,1,0,1,7,1,101
11,1,VPX389M,3,1,1.0,0,1,1,13.0,272.01,18002.25,13.0,769.23,1,0,0,1,3,0,259
28,0,MNM587H,0,2,1.0,1,2,2,14.0,111.68,32708.85,23.0,667.69,0,1,1,2,3,1,417
24,1,0EIIM2H,1,3,1.0,1,1,0,17.0,427.27,99269.56,39.96753741,734.86,1,0,0,1,5,0,899
32,0,AAFTI1V,3,2,1.0,1,2,0,24.0,104.24,6609.84,20.0,536.77,1,0,0,1,3,1,181
56,1,NPUZBQX,1,5,1.0,1,0,2,11.0,579.81,22729.82,6.0,796.66,1,0,0,1,7,0,478
36,1,8NWCQYO,3,5,0.0,1,2,2,16.0,265.24,21295.68,8.0,724.67,1,0,1,4,3,0,323
42,1,A78A2GC,0,0,0.0,1,2,0,15.0,34.01,36580.75,16.0,697.62,1,0,1,2,7,1,887
18,1,R98DHQO,0,5,0.0,0,2,2,17.0,181.11,91975.13,9.0,728.63,0,1,0,1,4,0,856
63,1,04K9AMS,1,0,0.0,1,2,0,19.0,183.81,44261.71,7.0,608.75,1,0,1,2,2,1,265
18,1,PVGU0M2,0,4,0.0,0,2,0,12.0,184.09,83112.96,17.0,759.74,0,1,0,1,8,0,755
46,0,G2E2QJY,1,1,0.0,1,3,0,13.0,70.23,43174.32,16.0,645.22,0,1,1,0,0,1,412
59,1,3X4E2VW,3,0,1.0,1,2,2,6.0,157.75,7315.99,12.0,556.4,0,1,1,0,0,1,582
42,1,8A94LP8,0,5,1.0,0,2,2,17.0,111.09,49282.86,26.0,697.62,0,1,1,4,3,1,98
44,1,QHOA485,0,2,0.0,2,2,0,3.0,1266.759622,11738.76,16.0,697.62,1,0,0,1,2,1,922
44,1,OECWB78,3,1,1.0,0,0,1,7.0,1144.158057,42980.75,20.0,707.23,0,1,1,4,2,1,885
21,1,9FUC9A7,1,5,1.0,1,2,2,17.0,93.13,31979.88,17.0,731.23,0,1,1,2,7,0,805
49,1,40H1LUY,1,3,1.0,1,0,1,6.0,871.81,14654.5,20.0,1094.912005,1,1,1,4,0,0,602
28,0,KDI4DJR,1,1,1.0,0,3,1,5.0,335.92,44353.97,5.0,257.1993033,0,1,0,1,7,1,680
56,1,2YGOZ28,0,5,1.0,2,1,2,11.0,44.01,25772.52,16.0,783.48,0,1,0,1,1,0,921
15,1,Z34OY82,1,5,0.0,1,2,2,3.0,106.19,49695.04,5.0,1089.686213,1,0,0,1,2,0,730
21,0,H2DU8VD,0,0,0.0,2,1,2,13.0,59.92,10082.84,28.0,629.64,0,1,1,3,1,1,399
24,1,2ZJ47JK,0,5,1.0,1,2,1,22.0,289.26,48155.73,15.0,798.64,0,1,0,1,1,0,151
24,1,Y7R4XHN,0,0,0.0,2,0,2,10.0,625.03,43608.27,15.0,697.62,1,0,0,1,7,1,677
31,0,J9O0WY8,2,2,1.0,1,1,1,21.0,176.58,43484.41,18.0,563.29,0,1,1,3,0,0,1092
27,0,FHU61KI,1,4,1.0,1,1,1,7.0,30.21,81478.38,7.0,751.13,1,0,0,1,4,0,426
64,0,N8E86W8,1,5,1.0,1,2,1,15.0,30.77,41981.22,15.0,741.9,0,1,1,0,2,0,916
44,1,GI1BN4C,3,5,0.0,0,1,0,7.0,32.23,13116.88,16.0,343.7879241,1,0,0,1,2,1,992
46,1,NF9ZMI2,2,0,0.0,0,0,2,4.0,275.28,15472.14,14.0,694.68,1,0,0,1,3,1,168
15,0,WGCN6H3,1,4,1.0,0,3,2,17.0,205.97,2219.68,15.0,1103.872777,1,1,0,1,4,0,547
23,0,0WOM5RO,1,3,0.0,2,3,1,11.0,125.74,34833.71,12.0,697.62,0,1,0,1,0,0,652
18,0,VW6QGPK,3,2,0.0,0,0,2,20.0,0.0,44792.34,6.0,642.01,0,1,0,1,1,1,752
55,1,Q6P3HD4,0,1,1.0,2,2,0,4.0,0.0,39265.43,8.0,678.46,1,1,0,1,3,1,364
17,0,Y3PVK2M,3,2,0.0,2,2,0,19.0,105.66,44955.83,29.0,614.23,1,0,1,0,1,1,253
44,0,TU8UWM4,0,0,1.0,0,2,1,11.0,88.14,8995.38,16.0,697.62,0,1,0,1,1,1,574
19,1,WOS0D31,0,1,0.0,1,2,1,13.0,247.38,37240.95,2.0,492.7135962,1,1,1,4,8,0,155
55,1,VSGHFRV,0,2,1.0,2,2,2,11.0,225.83,2234.29,16.0,625.69,1,0,0,1,1,1,402
54,1,BJ4SVC3,1,2,1.0,2,0,2,10.0,1419.3,9385.55,13.0,651.83,0,1,1,3,2,1,110
31,1,PFK5M70,0,2,0.0,2,1,2,9.0,520.8,15562.76,29.0,688.84,0,1,1,2,2,1,316
16,1,4WTW4MW,3,1,1.0,1,1,2,12.0,520.29,13346.06,12.0,1097.238362,0,1,1,3,2,1,739
13,1,UTMK5IH,1,4,0.0,0,2,2,13.0,66.68,34066.94,19.0,1200.870299,0,1,1,2,3,0,460
23,1,KTC8Q9V,1,3,0.0,2,1,2,12.0,69.94,60467.55,8.0,319.6837734,1,0,1,2,5,0,866
31,1,260IEDQ,2,5,0.0,1,2,1,13.0,210.0,70846.65,2.0,709.36,1,1,0,1,6,0,604
39,0,E51EQB4,1,0,0.0,0,2,2,19.0,49.72,4740.97,24.0,1091.495089,0,1,1,2,0,1,416
53,0,OQ34BKB,0,4,1.0,0,1,0,13.0,1974.702263,21101.81,9.0,725.96,1,1,0,1,7,0,811
46,0,4TVCNZ8,1,0,0.0,1,1,2,14.0,103.04,35680.54,12.0,622.9,0,1,0,1,3,1,264
42,1,37OLEIE,1,1,0.0,0,1,2,18.0,356.22,19329.74,19.0,697.62,0,1,1,2,1,0,618
12,1,EM56OPS,0,0,0.0,0,1,2,21.0,94.32,1596.71,11.0,664.67,1,0,0,1,3,1,466
59,0,WVYGCOG,3,2,1.0,1,2,2,18.0,89.91,45041.11,6.0,554.95,1,0,1,0,3,1,1062
64,1,9MEUZ3E,1,3,1.0,0,1,2,1.0,584.53,91096.02,12.0,753.5,1,1,0,1,6,0,361
24,0,KS4PD9P,0,1,0.0,2,1,1,6.0,885.544393,18856.42,10.0,770.95,0,1,1,0,7,0,695
36,1,WMRCC8M,1,5,1.0,0,1,1,10.0,78.92,27089.8,6.0,606.64,0,1,0,1,0,1,1076
29,1,LNBJMTL,1,4,0.0,0,2,1,14.0,33.98,28900.13,21.0,775.13,1,0,0,1,1,0,896
64,1,S8HBIJ0,2,3,1.0,0,3,1,5.0,818.48,74864.48,12.0,762.58,1,1,1,0,5,0,493
50,0,N2UXJ4T,0,3,0.0,1,2,0,12.0,0.0,43839.17,16.0,697.62,1,0,0,1,1,0,876
16,0,ZO0HET6,3,3,0.0,2,2,2,11.0,64.46,10449.1,10.0,474.4876903,1,0,0,1,2,0,1030
63,1,DUW2SO5,3,0,0.0,3,2,2,12.0,30.26,26346.31,24.0,1145.229831,0,1,0,1,1,1,493
56,0,NFFVJ3T,3,1,1.0,1,3,2,10.0,55.87,26522.16,26.0,759.96,1,0,1,0,7,0,120
14,1,1OJ6R36,3,4,1.0,0,1,2,9.0,121.34,46165.1,5.0,768.7,0,1,0,1,2,0,735
15,1,5CW63YZ,0,5,1.0,0,1,2,9.0,713.82,3165.02,10.0,697.62,0,1,1,2,3,1,491
40,0,JD79IS2,0,4,1.0,2,1,1,15.0,34.34,8154.83,10.0,1263.259303,1,0,1,0,1,0,668
43,0,RH5UVE2,0,5,0.0,2,0,1,8.0,485.42,29372.75,10.0,774.7,1,0,0,1,7,0,626
38,1,O8JMY3R,3,1,0.0,0,2,1,13.0,74.2,5820.96,24.0,697.62,1,0,1,4,3,1,477
51,0,PF9ZLJ5,0,2,0.0,2,2,2,19.0,1560.529311,30122.29,6.0,501.8773002,1,1,1,0,1,1,994
24,1,9GLHUDH,1,3,1.0,0,2,1,12.0,550.83,6938.78,15.0,790.81,1,1,0,1,7,0,225
23,1,AKWCG2B,0,1,0.0,0,3,0,9.0,284.16,37642.4,15.0,749.58,1,1,0,1,4,0,580
46,1,43ZMPT4,0,4,0.0,1,1,0,4.0,143.7,24431.64,5.0,786.91,0,1,1,4,7,0,871
41,0,5VUHITU,0,1,1.0,1,2,1,24.0,0.0,46930.87,5.0,708.02,1,0,0,1,7,0,469
50,0,B1OMNST,0,5,0.0,1,1,2,12.0,128.65,6925.27,13.0,755.14,1,0,0,1,0,0,33
33,1,A0T34XM,0,0,1.0,1,1,2,12.0,110.24,49329.52,29.0,686.43,1,0,1,4,1,1,871
64,0,1BZNWUT,0,0,0.0,2,1,2,12.0,52.39,8205.68,21.0,677.96,0,1,1,2,1,0,262
52,0,UDF20DX,1,1,0.0,1,1,2,7.0,0.0,31060.72,17.0,702.87,0,1,1,4,4,0,216
22,1,Y94COOC,0,1,0.0,0,3,0,11.0,34.92,31536.63,9.0,522.9708416,0,1,1,2,8,0,275
27,0,41SEYT2,3,5,1.0,1,3,0,13.0,1117.43,34260.17,11.0,883.8087981,0,1,1,3,2,0,600
30,1,FROSN4G,3,1,1.0,1,1,0,18.0,125.78,49165.25,11.0,629.92,0,1,1,4,2,1,552
34,0,MZBZ8UH,1,0,0.0,1,1,0,13.0,112.69,43627.01,15.0,587.47,0,1,1,2,0,1,561
36,0,OS6EU9Z,0,2,0.0,0,2,1,7.0,277.92,3804.62,20.0,696.88,0,1,0,1,2,1,1017
44,0,A1O1IDO,0,3,0.0,0,3,0,2.0,269.38,22326.05,12.0,776.33,0,1,1,3,2,0,301
15,0,EIQHZTV,1,0,0.0,0,3,0,13.0,0.0,43377.44,7.0,502.83,0,1,1,3,2,1,842
31,0,9QJMEEO,1,3,1.0,1,1,0,18.0,40.15,13347.01,23.0,783.34,0,1,1,4,1,0,999
53,0,ZV1FQAT,2,2,1.0,2,1,0,2.0,50.66,48159.96,12.0,697.62,1,0,1,2,2,1,556
40,1,00914FI,3,5,0.0,2,0,1,5.0,1329.372,46290.44,27.0,395.1211608,0,1,0,1,3,1,396
30,1,75I0VWI,1,2,0.0,2,2,0,20.0,274.48,29245.35,26.0,713.07,1,1,1,0,2,1,1
49,0,U2TD3OI,0,3,0.0,0,1,1,22.0,83.08,57551.36,17.0,827.34,0,1,1,2,4,0,836
21,1,I6AUTM8,1,1,0.0,1,1,0,5.0,46.01,16734.32,6.0,736.61,0,1,0,1,5,0,574
58,1,UXJ1G2D,1,0,0.0,0,1,1,10.0,201.89,32669.15,21.0,656.32,0,1,1,0,2,1,969
16,1,GABRRLY,0,1,0.0,1,2,2,24.0,423.51,22658.96,6.0,690.01,1,1,1,3,1,1,1063
23,1,H85PGET,0,0,1.0,2,1,1,17.0,89.92,32798.85,19.0,549.53,0,1,0,1,3,1,55
11,0,0BQFPWU,3,3,0.0,1,2,0,3.0,335.32,20753.25,9.0,750.86,1,1,0,1,6,0,130
11,0,SZNDZ1N,0,4,0.0,2,1,0,21.0,345.34,3026.93,18.0,746.89,0,1,0,1,5,0,762
10,1,9NNWNV2,2,3,0.0,1,0,1,9.0,481.68,28666.64,1.0,704.53,0,1,1,4,4,0,157
25,0,IIXAWR0,3,5,0.0,0,2,1,14.0,178.34,42711.37,13.0,707.23,1,0,0,1,7,0,674
51,0,W8ZYTH3,3,2,1.0,2,1,0,16.0,255.85,15200.47,27.0,571.18,1,1,0,1,3,1,57
62,1,G65LUHY,3,3,1.0,0,2,2,12.0,81.61,35551.55,20.0,746.38,1,0,0,1,2,0,784
30,0,40JP4YU,1,4,1.0,1,1,2,23.0,34.61,32156.11,25.0,697.62,0,1,0,1,3,0,382
26,0,8DY5GO4,0,5,1.0,1,0,2,19.0,612.65,12376.17,16.0,668.05,0,1,1,3,2,1,750
60,0,0ZB42NG,1,1,1.0,1,2,2,17.0,929.1481821,17513.53,21.0,635.11,0,1,0,1,7,1,878
16,1,AN49HG2,1,5,0.0,0,2,2,12.0,96.0,1392.58,26.0,637.31,0,1,1,2,0,1,742
19,0,3XIYR78,0,0,1.0,0,2,2,9.0,64.01,43350.81,16.0,254.6775582,1,0,0,1,3,1,210
23,0,Z81NJ7U,3,0,1.0,0,1,2,18.0,132.24,19303.43,17.0,532.21,0,1,0,1,1,1,344
12,1,MMJMRK9,1,0,0.0,2,1,2,23.0,202.17,44675.05,16.0,602.72,1,0,0,1,0,1,259
49,1,PFC7FUP,2,2,0.0,0,1,2,14.0,56.87,3751.51,17.0,237.2995871,0,1,1,2,1,0,625
23,0,E6X3ORH,1,5,0.0,2,2,2,5.0,362.05,14733.18,13.0,697.62,0,1,1,0,2,1,537
16,1,I3Y6YUN,3,0,0.0,0,2,1,12.0,218.89,32341.63,20.0,245.7321339,1,1,0,1,3,1,526
62,0,1TWN42W,0,1,1.0,0,1,0,15.0,34.3,3511.76,5.0,714.52,1,0,1,2,2,1,432
14,1,2QMEIDF,1,4,1.0,0,3,2,13.0,757.04,49808.34,28.0,794.66,1,1,0,1,2,0,272
35,1,X3LTPWJ,3,5,0.0,1,2,2,8.0,62.47,42396.95,11.0,727.93,0,1,0,1,1,0,248
15,0,I0H2PF0,0,2,1.0,2,1,2,16.0,212.08,3963.83,27.0,503.92,1,0,0,1,1,1,176
36,1,NS4T55O,0,1,0.0,1,3,1,18.0,100.93,68418.14,2.0,734.83,0,1,0,1,5,0,400
42,1,GQJ4ISC,1,2,0.0,1,2,0,12.0,253.61,46839.63,28.0,181.6120489,1,0,0,1,3,1,100
38,0,7004JJG,1,0,0.0,1,1,0,20.0,66.37,48627.05,16.0,634.28,0,1,0,1,1,1,1006
52,0,J2645LQ,1,4,1.0,1,2,2,13.0,104.24,19316.56,10.0,734.59,0,1,1,3,2,0,442
40,0,S29IS92,3,2,1.0,1,1,1,15.0,165.91,24041.31,19.0,507.44,0,1,1,3,1,1,1050
28,1,FPH0X7O,0,5,0.0,0,1,2,15.0,38.55,36901.84,13.0,640.07,1,0,0,1,1,1,650
61,1,DXE4X2J,1,1,0.0,0,3,1,22.0,0.0,1782.6,5.0,772.16,0,1,0,1,3,0,999
50,0,J0UHI7G,1,1,0.0,0,1,2,12.0,183.92,29431.8,20.0,756.6,0,1,1,4,3,0,482
36,0,1LEHJK6,3,0,0.0,1,2,0,13.0,102.8,26275.0,14.0,697.62,1,0,0,1,7,1,574
11,0,RS7RBUT,1,2,0.0,1,2,0,17.0,979.8213952,29074.76,16.0,540.85,0,1,0,1,0,1,253
25,1,CFMTQTN,3,0,0.0,0,1,2,2.0,40.23,41535.85,11.0,670.83,0,1,0,1,7,1,182
21,0,TC2RROW,0,2,0.0,1,3,0,5.0,470.45,32497.94,9.0,697.62,0,1,0,1,0,1,648
40,1,IL6MBTV,1,3,0.0,2,2,0,10.0,188.44,28752.54,25.0,732.85,0,1,1,4,7,0,781
32,1,VDFFI2U,2,5,0.0,1,1,0,21.0,112.55,5699.99,18.0,626.3,0,1,0,1,2,1,707
30,1,K76381H,2,3,0.0,0,2,2,18.0,655.41,38492.27,24.0,705.69,1,0,1,4,3,0,228
51,1,CXHZ63U,1,4,1.0,1,2,1,13.0,99.19,15073.53,13.0,697.62,1,0,0,1,0,0,7
54,0,8NMJ9P5,0,3,0.0,0,1,1,13.0,75.0,16550.48,12.0,772.25,0,1,1,0,7,0,881
52,1,DA9WMV8,0,0,1.0,2,3,0,25.0,64.55,48682.07,22.0,659.68,1,0,0,1,7,1,768
35,1,RF0MO3Z,0,5,0.0,0,2,1,7.0,33.73,88841.55,16.0,724.36,0,1,1,3,8,0,502
28,0,A0IN9WT,0,1,0.0,2,1,1,13.0,195.05,37778.44,25.0,745.89,0,1,0,1,3,0,549
56,0,O1P7YE6,2,0,0.0,1,1,1,13.0,122.69,22246.58,13.0,511.72,0,1,0,1,3,1,523
29,0,ZPJUO8Z,0,4,0.0,0,2,2,18.0,0.0,41938.44,11.0,980.9256767,1,0,1,0,0,0,571
61,0,PNOVN84,3,2,1.0,1,2,2,20.0,38.04,34305.55,13.0,697.62,1,0,1,2,3,1,469
64,1,0DYVMQO,1,2,1.0,1,1,1,22.0,32.15,48517.17,16.0,642.04,0,1,0,1,1,1,1083
51,1,6EDC93U,0,4,1.0,1,2,1,20.0,49.37,26923.68,26.0,697.62,1,0,0,1,3,0,383
47,0,MDRTAX5,0,5,0.0,0,2,1,12.0,183.92,46873.1,6.0,618.65,0,1,1,4,3,1,1018
54,1,74UH7Q8,0,1,0.0,1,2,2,8.0,204.11,48220.0,14.0,697.62,1,0,0,1,0,0,709
35,0,6FI5270,2,1,1.0,0,2,0,15.0,34.22,22790.49,22.0,697.62,1,0,0,1,3,0,736
62,0,J6TJEQJ,2,2,1.0,2,1,1,13.0,612.15,17352.34,27.0,639.79,1,0,1,4,7,1,183
30,1,EJ7NOFI,3,2,1.0,2,2,2,21.0,50.16,26547.83,22.0,683.32,0,1,1,0,7,1,833
55,0,WVKCR17,1,3,1.0,2,1,0,14.0,67.18,29402.2,21.0,734.36,0,1,1,0,1,0,586
30,0,4YDFT6N,3,1,1.0,1,0,0,8.0,569.38,10458.84,7.0,653.1303213,1,1,0,1,1,0,28
26,0,CIG1U2Z,0,1,1.0,2,0,2,14.0,548.14,41726.88,0.0,757.89,1,1,1,2,0,0,986
47,1,J8D9SII,1,5,1.0,0,1,0,13.0,215.59,2400.75,7.0,718.08,1,0,0,1,1,1,335
34,0,LMDDDAP,1,0,0.0,2,1,1,16.0,146.01,3502.08,29.0,694.85,1,0,0,1,3,1,44
12,1,MT6RMXG,2,2,1.0,0,1,2,21.0,186.88,24167.67,28.65294771,507.32,1,0,1,3,1,1,154
53,1,WJY8VE4,2,4,1.0,0,2,2,13.0,1408.709281,24696.78,27.0,731.31,0,1,1,4,0,0,839
44,0,8UHVB4R,1,3,0.0,0,3,0,6.0,280.14,12046.06,20.0,730.42,0,1,0,1,7,0,105
61,0,U3XU8D5,1,3,0.0,2,1,2,10.0,422.03,4839.59,8.0,716.71,0,1,1,3,7,0,943
24,0,TLU2MKG,1,2,0.0,1,2,0,11.0,31.7,17705.08,28.0,567.92,0,1,1,3,1,1,562
36,1,MMFE804,1,4,0.0,0,2,1,8.0,38.18,37346.41,24.0,697.62,0,1,0,1,7,0,390
31,0,GZAS5S4,0,3,1.0,0,2,1,13.0,135.93,78153.19,5.0,719.35,0,1,1,2,8,0,753
19,0,YCVN8KQ,3,5,0.0,2,3,2,6.0,33.02,42845.81,24.0,600.37,0,1,0,1,0,1,11
24,0,38DXXD6,1,1,0.0,2,2,1,13.0,318.36,41117.22,0.671235823,682.27,1,0,0,1,2,1,535
11,0,ROMYK05,0,2,0.0,2,0,2,10.0,332.6,37186.5,14.0,624.28,0,1,0,1,7,1,823
26,0,VII4U4W,1,4,1.0,2,1,0,13.0,1176.620414,16492.61,13.0,771.44,1,0,0,1,2,0,233
14,0,LI4QY5L,3,1,1.0,1,0,0,4.0,614.75,38754.34,16.0,696.16,1,1,1,3,1,1,1083
29,0,WEZTJSN,3,2,1.0,2,1,1,7.0,53.97,12559.13,10.0,679.15,0,1,0,1,0,1,96
58,1,PIAH091,1,4,0.0,0,1,2,14.0,32.21,8598.39,9.0,733.66,0,1,1,2,7,0,1064
57,0,RD9OXGT,1,0,1.0,0,2,0,14.0,34.7,17984.29,24.0,693.96,1,0,0,1,3,1,575
17,0,6ZRY5B2,0,5,1.0,1,2,0,7.0,30.08,26817.61,26.0,352.214819,0,1,0,1,1,1,55
37,1,O2F5786,0,3,0.0,1,3,2,17.0,44.34,38488.39,5.0,771.44,0,1,0,1,1,0,27
17,1,ZRFNLRV,1,5,1.0,0,2,0,15.0,78.95,26767.98,5.0,727.04,0,1,0,1,1,0,112
32,1,EKJ3JRK,3,5,1.0,0,3,1,16.0,162.27,26759.01,11.0,657.24,1,0,1,4,3,1,468
12,0,5FE6MO1,0,5,1.0,1,0,1,14.0,246.52,12240.43,29.0,712.22,1,1,1,0,2,0,283
33,1,I3PILES,0,3,1.0,2,2,2,11.0,33.64,96835.25,16.0,753.28,1,0,0,1,6,0,512
24,1,BQYH2VM,3,4,1.0,1,3,0,7.0,0.0,8766.28,12.0,728.93,1,0,0,1,0,0,253
52,1,K3NUA0X,0,2,0.0,0,2,2,17.0,0.0,9243.1,5.0,644.59,0,1,0,1,3,1,938
20,1,BGFJ2KX,0,1,0.0,0,3,1,3.0,367.59,35967.63,15.0,526.8061863,1,1,1,3,5,0,335
36,1,9OS348W,1,5,0.0,2,3,1,13.0,51.06,31664.75,28.0,298.296855,1,0,1,2,0,1,695
48,1,KWXLFZ6,3,2,1.0,1,3,1,20.0,265.61,23800.15,16.0,604.17,1,0,1,3,0,1,713
31,1,B1Q2TB7,1,5,1.0,1,1,0,4.0,116.42,7598.21,12.0,697.62,0,1,1,3,0,1,845
36,1,MZQ98LZ,1,5,0.0,1,2,0,24.0,96.35,28250.36,17.0,784.38,1,0,1,2,1,0,1002
56,0,HADS2BE,0,2,1.0,2,0,2,8.0,299.0,46586.83,14.0,519.34,1,0,1,4,2,1,463
52,0,6XT6JCL,0,0,1.0,2,2,0,13.0,1133.819262,3442.82,8.0,521.9,0,1,1,3,3,1,332
38,0,0T7HSCW,2,0,1.0,2,3,0,15.0,185.08,18497.6,8.0,82.51841718,0,1,1,2,0,1,142
44,1,TSYFQM4,1,1,0.0,2,2,2,12.0,161.73,26869.47,6.0,765.72,1,0,0,1,3,0,126
35,1,ZYTLYA8,0,5,0.0,1,3,2,12.0,34.76,31964.2,6.0,700.55,0,1,1,3,0,0,246
61,1,73NKPDH,1,2,0.0,0,2,1,8.0,491.84,43687.18,16.0,697.62,0,1,0,1,1,1,926
42,0,YPVT9GI,0,5,0.0,2,2,1,13.0,275.93,18615.05,13.0,759.86,1,0,1,4,3,0,156
19,1,T8I8BDD,0,0,1.0,1,0,1,1.0,1169.19,37879.88,29.0,620.84,1,0,0,1,2,1,639
60,0,Y7UJUAH,0,1,0.0,2,2,0,8.0,36.01,82483.07,6.0,844.43,0,1,0,1,8,0,344
26,1,CKK3EAS,1,0,1.0,1,0,0,21.0,271.77,2430.74,29.0,565.8750465,1,0,1,0,3,1,286
15,1,A8JDSNC,2,5,1.0,1,1,1,11.0,64.14,40677.27,26.0,794.41,0,1,1,4,1,0,919
21,1,X7ERE2K,0,2,0.0,0,2,2,9.0,80.66,4521.44,9.0,669.86,0,1,0,1,0,1,277
61,1,EGZSGUV,2,1,1.0,2,2,0,12.0,32.31,36150.71,7.0,697.62,0,1,0,1,3,1,644
49,0,6ZD7BCF,1,1,1.0,0,2,1,12.0,0.0,11346.64,0.0,730.2,1,0,1,4,4,0,282
49,1,KMVR6K8,0,0,0.0,1,1,0,11.0,0.0,22037.61,5.0,620.82,1,0,0,1,2,1,145
22,1,49LYXPI,1,1,1.0,0,2,0,19.0,919.6772329,10600.06,16.0,656.33,1,0,0,1,0,1,440
28,0,TA8GZEL,0,1,0.0,2,1,0,14.0,55.47,35699.94,11.0,779.99,0,1,0,1,7,0,786
45,0,L0Z7IMU,0,3,1.0,2,1,1,8.0,594.8,56127.61,1.0,704.77,0,1,1,0,6,0,628
57,1,U9VTIBK,1,2,1.0,2,2,0,18.0,81.2,22637.17,23.0,308.6262384,0,1,1,0,0,1,1055
42,0,4LGG03J,1,1,1.0,0,2,0,4.0,203.69,14830.35,15.0,714.27,1,0,1,3,3,0,435
43,1,NHCWNUC,1,2,0.0,1,1,0,12.0,266.64,32252.62,9.0,599.84,0,1,0,1,0,1,343
19,1,XBTQH6L,2,5,1.0,2,1,2,10.0,59.33,43237.17,21.0,688.36,0,1,0,1,3,1,52
50,1,REMQU6B,0,2,1.0,2,2,1,25.0,126.97,9041.98,16.0,619.87,1,0,0,1,1,1,319
30,0,SZB10ZS,0,3,0.0,1,1,0,13.0,61.75,33119.87,3.0,776.23,0,1,1,3,6,0,907
53,0,4G55E25,1,5,0.0,0,1,1,5.0,32.24,18467.77,20.0,698.0,0,1,0,1,1,1,1065
37,0,1YXS73V,0,0,0.0,1,1,1,6.0,32.2,45785.01,22.0,441.524742,0,1,1,0,7,1,589
44,0,RJ2Q5XY,0,4,1.0,0,2,1,12.0,41.78,18279.42,29.0,784.69,1,0,0,1,0,0,230
21,0,FDJES57,3,4,1.0,2,1,2,7.0,562.2,37963.05,18.0,740.51,1,0,1,3,5,0,835
62,1,I8LKG2F,2,1,1.0,0,3,1,11.0,690.93,35188.99,29.0,773.19,1,1,1,2,2,0,320
36,1,AZBBSG7,1,2,0.0,0,2,1,16.0,254.49,3038.51,12.0,650.24,1,1,1,4,2,1,871
13,1,LHZ192P,2,5,0.0,1,0,2,7.0,245.39,15617.13,31.64986541,719.4,1,0,0,1,1,0,280
32,1,RDF2NP8,1,4,1.0,1,1,1,7.0,168.8,21984.7,21.0,758.69,1,0,0,1,3,0,1007
35,0,49MLNKA,3,0,1.0,1,2,0,15.0,511.99,20480.91,10.0,624.25,1,1,0,1,2,0,985
37,0,BQ75N6H,2,2,0.0,2,1,0,18.0,331.15,6747.18,16.0,560.25,1,0,1,0,3,1,113
41,1,FPJHIM3,1,3,1.0,1,1,2,8.0,145.45,11515.34,10.0,755.14,1,0,1,3,7,0,78
28,0,77Q2S31,1,1,0.0,2,1,2,9.0,104.79,67666.5,16.0,792.4,1,0,1,0,4,0,386
22,0,5GWKEJ5,0,0,0.0,0,2,1,15.0,353.6,19183.8,25.0,697.62,1,0,0,1,3,1,1071
32,1,4JX6Q0W,0,5,0.0,1,1,0,7.0,78.05,41801.53,29.0,1177.214307,1,0,1,2,1,1,78
36,1,HN9JM7E,1,5,1.0,1,0,0,9.0,205.87,9723.42,23.0,707.88,0,1,1,3,1,0,960
51,1,7WZHD53,3,3,0.0,1,2,1,4.0,34.21,28222.32,7.0,763.74,0,1,1,3,4,0,300
26,0,H2S8TDP,0,5,0.0,0,3,0,5.0,108.95,20325.43,14.0,717.89,0,1,1,2,3,1,1068
35,0,J77K7FP,1,5,1.0,1,2,2,22.0,56.3,31368.67,9.0,732.4,1,0,1,3,7,0,986
26,0,FM4TAIZ,1,1,1.0,1,0,2,12.0,308.83,37831.57,22.0,214.204243,1,0,0,1,0,0,606
27,0,LCX86NV,1,4,0.0,2,1,2,11.0,0.0,50109.55,16.0,788.97,1,0,0,1,6,0,87
37,1,4V2MBH0,1,2,0.0,0,2,2,11.0,182.96,18125.8,20.0,647.56,1,0,1,0,1,1,849
31,0,PNSR3WR,1,0,0.0,1,2,2,7.0,0.0,16425.02,16.0,518.34,0,1,1,2,1,1,622
60,1,WAATRHU,0,1,0.0,1,2,1,9.0,190.73,21156.47,20.0,647.31,1,0,1,2,3,1,487
62,0,FX8X2EK,1,4,0.0,1,1,2,19.0,228.6,68964.33,7.0,755.69,1,1,0,1,4,0,759
12,1,JDTMQQ8,0,0,0.0,1,1,0,17.0,173.82,20140.19,14.0,680.31,0,1,1,4,2,1,862
16,0,EDW81OS,1,5,0.0,2,1,1,4.0,32.33,10703.74,14.0,478.0892894,0,1,0,1,8,0,270
56,1,JLYY51H,0,2,1.0,1,1,1,12.0,72.83,21886.07,27.0,577.95,0,1,1,4,1,1,117
13,0,7I6HO8E,0,5,1.0,0,1,2,10.0,31.95,48117.6,7.0,611.37,0,1,0,1,0,1,288
26,0,NGVMOOZ,0,0,0.0,2,2,1,14.0,67.56,1221.91,16.0,93.51056474,0,1,1,4,0,1,891
57,0,C9QCCS6,0,0,1.0,2,1,1,3.0,114.91,8081.65,26.0,682.32,1,0,1,0,3,0,592
