age,gender,security_no,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,tenure_days,value_segment,engagement_segment,price_sensitivity,support_risk,profile_tags,churn_probability,segment,prob_Histo,prob_RF,customer_id,top_drivers,last_purchase_days,lifetime_value,avg_order_value,category_affinity,support_tickets
11,0,JN75NB4,1,1,0.0,0,1,1,7.0,224.23,9510.77,6.0,651.93,1,0,1,4,1,1,530,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9468675530113436,Standard-At-Risk,0.9625729372229318,0.99,JN75NB4,low loyalty points; low average order value; short tenure,7.0,5040708.100000001,9510.77,0,1
14,1,VF4JYI7,3,1,1.0,1,1,0,16.0,72.72,38947.69,51.05760304,607.35,1,0,0,1,7,1,17,high,low,normal,0,value_high;engagement_low,0.9468538561529724,Standard-At-Risk,0.0050469650549450976,0.08,VF4JYI7,low loyalty points; high average order value; short tenure,16.0,662110.73,38947.69,1,0
51,0,1USZ2NQ,1,1,1.0,0,3,2,11.0,998.83,29713.35,16.0,643.15,1,1,0,1,0,1,573,medium,medium,high,0,value_medium;engagement_medium;price_sensitive,0.946836767367769,Standard-At-Risk,0.9717907191907609,0.92,1USZ2NQ,low loyalty points; high average order value; long tenure,11.0,17025749.55,29713.35,0,0
54,1,CD91T0W,3,1,0.0,2,2,2,17.0,351.08,40075.45,20.0,631.42,0,1,0,1,3,1,864,high,low,high,0,value_high;engagement_low;price_sensitive,0.946834273869897,Standard-At-Risk,0.9623692102512384,0.98,CD91T0W,low loyalty points; high average order value; long tenure,17.0,34625188.8,40075.45,2,0
28,1,A5NI4I7,0,0,1.0,2,2,0,10.0,133.76,12462.39,18.0,644.38,0,1,0,1,0,1,1018,low,high,high,0,value_low;engagement_high;price_sensitive,0.946826585059558,Standard-At-Risk,0.9587379287003639,1.0,A5NI4I7,low loyalty points; low average order value; long tenure,10.0,12686713.02,12462.39,2,0
31,1,0WUFWBA,0,1,0.0,0,1,2,24.0,30.83,15405.59,15.0,630.14,1,0,1,3,2,1,41,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9468231382300721,Standard-At-Risk,0.9082754989632847,0.86,0WUFWBA,low loyalty points; low average order value; short tenure,24.0,631629.1900000001,15405.59,0,1
57,1,U77HCHY,2,1,1.0,2,1,1,13.0,34.63,36085.46,12.0,661.97,0,1,1,4,1,1,226,high,medium,high,1,value_high;engagement_medium;price_sensitive;support_risk,0.9468225549718419,Standard-At-Risk,0.811811331393669,0.83,U77HCHY,low loyalty points; high average order value; short tenure,13.0,8155313.96,36085.46,2,1
14,1,NVL1463,1,1,0.0,2,2,1,16.0,30.14,49429.65,8.0,631.75,0,1,1,2,3,1,849,high,low,high,1,value_high;engagement_low;price_sensitive;support_risk,0.9468188800223912,Standard-At-Risk,0.9718793675210662,0.96,NVL1463,low loyalty points; high average order value; long tenure,16.0,41965772.85,49429.65,2,1
26,1,ZFN9BR3,1,0,0.0,2,1,0,12.0,30.41,39232.12,9.0,434.8236812,0,1,1,4,0,1,853,high,medium,high,1,value_high;engagement_medium;price_sensitive;support_risk,0.946807224605185,Standard-At-Risk,0.9241523851450576,0.8,ZFN9BR3,low loyalty points; high average order value; long tenure,12.0,33464998.360000003,39232.12,2,1
28,1,LLN5HDP,1,1,0.0,0,1,2,16.0,271.01,3075.19,14.0,642.99,1,1,1,0,2,1,924,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9468045280603868,Standard-At-Risk,0.009912777286634372,0.08,LLN5HDP,low loyalty points; low average order value; long tenure,16.0,2841475.56,3075.19,0,1
42,0,SX153TT,1,1,0.0,1,1,2,8.0,65.97,40384.01,14.0,659.48,1,0,1,0,1,1,277,high,high,normal,1,value_high;engagement_high;support_risk,0.9468037719977893,Standard-At-Risk,0.5734158214952795,0.34,SX153TT,low loyalty points; high average order value; short tenure,8.0,11186370.770000001,40384.01,1,1
13,1,FDB15O8,3,1,1.0,0,2,2,8.0,130.12,40421.0,26.0,652.91,0,1,0,1,7,1,766,high,high,high,0,value_high;engagement_high;price_sensitive,0.9467972635163201,Standard-At-Risk,0.41747676303184794,0.16,FDB15O8,low loyalty points; high average order value; long tenure,8.0,30962486.0,40421.0,0,0
26,0,7U34WBG,1,2,1.0,2,1,1,22.0,199.51,36894.56,23.0,501.71,1,0,1,2,0,1,67,high,low,normal,1,value_high;engagement_low;support_risk,0.9467936067287377,Standard-At-Risk,0.0110409901144003,0.06,7U34WBG,low loyalty points; high average order value; short tenure,22.0,2471935.52,36894.56,2,1
24,1,P8BFZMD,0,2,0.0,1,2,0,9.0,55.03,47053.19,23.0,682.68,0,1,1,4,0,1,357,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9467915297267028,Standard-At-Risk,0.9709205368944603,0.99,P8BFZMD,low loyalty points; high average order value; short tenure,9.0,16797988.830000002,47053.19,1,1
49,1,O4G3RVU,1,5,0.0,0,1,0,3.0,163.58,21996.86,21.0,695.8,0,1,0,1,1,1,738,medium,high,high,0,value_medium;engagement_high;price_sensitive,0.9467870329934563,Standard-At-Risk,0.00040687117408891267,0.0,O4G3RVU,low loyalty points; low average order value; long tenure,3.0,16233682.68,21996.86,0,0
29,1,0J7A6M6,3,1,0.0,0,2,1,4.0,65.72,10572.85,42.55876677,680.86,1,0,1,3,0,1,186,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9467845795851024,Standard-At-Risk,0.9500180117920862,1.0,0J7A6M6,low loyalty points; low average order value; short tenure,4.0,1966550.1,10572.85,0,1
54,0,RAS7UKH,2,1,0.0,2,2,2,13.0,135.99,3089.86,18.0,626.48,1,0,0,1,7,1,635,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9467843479589967,Standard-At-Risk,0.9716513108355451,1.0,RAS7UKH,low loyalty points; low average order value; long tenure,13.0,1962061.1,3089.86,2,0
25,0,HGXIH8M,2,1,0.0,1,1,1,9.0,31.62,44809.18,23.0,633.17,0,1,0,1,1,1,266,high,high,high,0,value_high;engagement_high;price_sensitive,0.9467736870751615,Standard-At-Risk,0.0010938598795739408,0.0,HGXIH8M,low loyalty points; high average order value; short tenure,9.0,11919241.88,44809.18,1,0
29,0,OGSG444,0,1,0.0,0,1,2,19.0,325.05,33657.65,29.0,607.41,1,1,1,2,7,1,745,medium,low,high,1,value_medium;engagement_low;price_sensitive;support_risk,0.9467724805072697,Standard-At-Risk,0.00406633746298023,0.04,OGSG444,low loyalty points; high average order value; long tenure,19.0,25074949.25,33657.65,0,1
30,1,AIQMQ2I,0,1,1.0,2,2,2,13.0,135.6,6822.57,11.0,601.84,0,1,0,1,7,1,480,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9467696457786275,Standard-At-Risk,0.9673045099148264,1.0,AIQMQ2I,low loyalty points; low average order value; short tenure,13.0,3274833.5999999996,6822.57,2,0
33,0,OW8WJ5V,1,2,1.0,1,2,2,8.0,118.73,34322.26,5.0,697.42,1,0,0,1,2,0,611,medium,high,normal,0,value_medium;engagement_high,0.9467667799898053,Standard-At-Risk,0.8219308189650997,0.25,OW8WJ5V,low loyalty points; high average order value; long tenure,8.0,20970900.86,34322.26,1,0
43,0,ZEXVUSS,1,1,0.0,2,1,2,23.0,52.5,25360.7,8.0,627.94,0,1,0,1,0,1,778,medium,low,high,0,value_medium;engagement_low;price_sensitive,0.9467647054404466,Standard-At-Risk,0.0014559366314134301,0.03,ZEXVUSS,low loyalty points; low average order value; long tenure,23.0,19730624.6,25360.7,2,0
15,1,SX3LWOX,0,0,1.0,2,1,0,11.0,265.19,19363.48,12.0,854.0357195,1,0,0,1,7,1,622,medium,medium,normal,0,value_medium;engagement_medium,0.9467595737309392,VIP-At-Risk,0.9378200783404349,0.96,SX3LWOX,high loyalty points; low average order value; long tenure,11.0,12044084.56,19363.48,2,0
56,1,BX7G4VX,1,1,1.0,2,0,2,14.0,205.95,26208.54,17.0,652.16,0,1,0,1,3,1,311,medium,medium,high,0,value_medium;engagement_medium;price_sensitive,0.9467589209909064,Standard-At-Risk,0.006685803214374509,0.03,BX7G4VX,low loyalty points; low average order value; short tenure,14.0,8150855.94,26208.54,2,0
63,1,ILUKHKG,0,1,0.0,2,1,1,14.0,110.67,34961.49,10.0,669.65,0,1,1,2,3,1,999,medium,medium,high,1,value_medium;engagement_medium;price_sensitive;support_risk,0.946746926495488,Standard-At-Risk,0.9804842221043985,0.96,ILUKHKG,low loyalty points; high average order value; long tenure,14.0,34926528.51,34961.49,2,1
42,1,MXEGXC0,0,2,1.0,2,3,2,6.0,2039.998384,15745.48,15.0,239.0162412,0,1,0,1,1,1,817,low,high,high,0,value_low;engagement_high;price_sensitive,0.9467422121405954,Standard-At-Risk,0.0026221467947843474,0.02,MXEGXC0,low loyalty points; low average order value; long tenure,6.0,12864057.16,15745.48,2,0
24,1,C9HRCS8,3,1,1.0,1,3,2,12.0,167.93,40257.71,14.0,652.5,1,0,0,1,0,1,836,high,medium,normal,0,value_high;engagement_medium,0.946724997168185,Standard-At-Risk,0.4555973435394711,0.86,C9HRCS8,low loyalty points; high average order value; long tenure,12.0,33655445.56,40257.71,1,0
14,1,0Q4DWPK,1,1,0.0,0,1,2,21.0,164.26,15752.29,16.0,684.54,1,0,1,3,0,1,369,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9467225052814487,Standard-At-Risk,0.9522752398699197,0.96,0Q4DWPK,low loyalty points; low average order value; short tenure,21.0,5812595.010000001,15752.29,0,1
19,1,JU37IMH,1,1,0.0,1,3,1,15.0,158.73,19961.9,22.0,608.21,0,1,0,1,2,1,352,medium,low,high,0,value_medium;engagement_low;price_sensitive,0.9467117185194377,Standard-At-Risk,0.9709785051917943,0.96,JU37IMH,low loyalty points; low average order value; short tenure,15.0,7026588.800000001,19961.9,1,0
24,0,L7MOPX2,3,0,1.0,0,0,0,6.0,261.85,36466.99,16.0,633.57,0,1,1,0,1,1,1028,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9467097139449318,Standard-At-Risk,0.9611573887953193,1.0,L7MOPX2,low loyalty points; high average order value; long tenure,6.0,37488065.72,36466.99,0,1
34,0,P8VCDAP,0,0,1.0,0,2,2,5.0,164.57,19284.33,28.0,809.5853211,0,1,0,1,7,1,266,medium,high,high,0,value_medium;engagement_high;price_sensitive,0.9467084527291239,VIP-At-Risk,0.000682998655758965,0.0,P8VCDAP,high loyalty points; low average order value; short tenure,5.0,5129631.78,19284.33,0,0
63,1,32LT6NH,1,1,0.0,1,1,1,13.0,94.71,49150.38,25.0,641.82,1,0,0,1,1,1,322,high,medium,normal,0,value_high;engagement_medium,0.9467029326248733,Standard-At-Risk,0.0008886463699604867,0.0,32LT6NH,low loyalty points; high average order value; short tenure,13.0,15826422.36,49150.38,1,0
14,0,ORH73DN,3,0,1.0,1,0,0,10.0,1188.69,9381.75,12.0,45.39289856,0,1,1,2,3,1,1035,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9466885301937621,Standard-At-Risk,0.9681465429737032,0.97,ORH73DN,low loyalty points; low average order value; long tenure,10.0,9710111.25,9381.75,1,1
39,1,DGKH60E,0,1,0.0,1,3,1,15.0,118.65,15820.18,16.0,662.69,1,0,0,1,1,1,330,low,low,high,0,value_low;engagement_low;price_sensitive,0.946685279343864,Standard-At-Risk,0.969777158777912,0.98,DGKH60E,low loyalty points; low average order value; short tenure,15.0,5220659.4,15820.18,1,0
18,1,ZK36QM0,2,1,1.0,2,2,1,10.0,81.46,20124.9,27.0,627.16,1,0,1,3,0,1,209,medium,high,normal,1,value_medium;engagement_high;support_risk,0.9466837704146192,Standard-At-Risk,0.9739253309815388,0.98,ZK36QM0,low loyalty points; low average order value; short tenure,10.0,4206104.100000001,20124.9,2,1
61,0,7ZYQR47,1,0,0.0,2,0,0,2.0,309.8,3630.56,25.0,539.96,1,0,1,2,3,1,792,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9466750575047701,Standard-At-Risk,0.00039607285661195414,0.0,7ZYQR47,low loyalty points; low average order value; long tenure,2.0,2875403.52,3630.56,2,1
48,1,4W52GTH,1,0,1.0,2,2,0,10.0,1055.56,36964.75,20.0,372.800089,1,1,1,2,3,1,632,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9466628745156973,Standard-At-Risk,0.9681139327722521,0.94,4W52GTH,low loyalty points; high average order value; long tenure,10.0,23361722.0,36964.75,2,1
40,0,BLVWVI9,1,0,1.0,0,1,1,17.0,343.77,30837.46,42.4731373,202.2342248,0,1,0,1,0,1,265,medium,low,high,0,value_medium;engagement_low;price_sensitive,0.9466607626560202,Standard-At-Risk,0.9496556222770133,0.33,BLVWVI9,low loyalty points; high average order value; short tenure,17.0,8171926.899999999,30837.46,0,0
17,0,QO2CB3U,0,0,1.0,1,1,2,8.0,102.11,14527.64,17.0,513.25,0,1,1,2,7,1,930,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9466571163345427,Standard-At-Risk,0.9563757345752457,0.98,QO2CB3U,low loyalty points; low average order value; long tenure,8.0,13510705.2,14527.64,1,1
25,0,ILBIMJD,0,0,0.0,0,3,2,7.0,175.75,16463.92,13.0,1218.77708,0,1,0,1,3,1,331,low,high,high,0,value_low;engagement_high;price_sensitive,0.9466316342430775,VIP-At-Risk,0.28069845695605494,0.06,ILBIMJD,high loyalty points; low average order value; short tenure,7.0,5449557.52,16463.92,0,0
16,0,CEIE7KR,0,0,0.0,1,1,2,15.0,140.1,49958.38,6.0,549.37,1,0,1,0,3,1,907,high,low,normal,1,value_high;engagement_low;support_risk,0.9466311610617005,Standard-At-Risk,0.9847227138270093,1.0,CEIE7KR,low loyalty points; high average order value; long tenure,15.0,45312250.66,49958.38,1,1
26,1,C9WI7I9,2,1,0.0,1,1,1,21.0,31.16,14898.13,24.20220419,641.09,0,1,0,1,2,1,203,low,low,high,0,value_low;engagement_low;price_sensitive,0.9466259141078304,Standard-At-Risk,0.9388710750351185,0.99,C9WI7I9,low loyalty points; low average order value; short tenure,21.0,3024320.3899999997,14898.13,1,0
25,1,M0Q143U,0,1,0.0,1,1,2,10.0,477.69,23824.63,15.0,675.71,0,1,0,1,7,1,539,medium,high,high,0,value_medium;engagement_high;price_sensitive,0.9466227417750973,Standard-At-Risk,0.9500943619490031,0.96,M0Q143U,low loyalty points; low average order value; short tenure,10.0,12841475.57,23824.63,1,0
32,0,IXMB7UT,0,1,1.0,1,2,2,14.0,888.308591,22401.88,21.0,661.99,1,0,1,0,7,1,562,medium,medium,normal,1,value_medium;engagement_medium;support_risk,0.9466173081076041,Standard-At-Risk,0.9619920519340837,0.98,IXMB7UT,low loyalty points; low average order value; long tenure,14.0,12589856.56,22401.88,1,1
11,1,LLIM11H,0,0,0.0,2,1,1,16.0,309.02,24914.46,13.0,1424.291824,1,1,0,1,1,1,883,medium,low,high,0,value_medium;engagement_low;price_sensitive,0.946614064467937,VIP-At-Risk,0.008179029294056527,0.06,LLIM11H,high loyalty points; low average order value; long tenure,16.0,21999468.18,24914.46,2,0
17,0,ZUX32PM,1,0,1.0,1,1,2,14.0,272.13,15330.01,16.0,685.69,1,1,0,1,3,1,862,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9466074430988969,Standard-At-Risk,0.0006834160560649761,0.0,ZUX32PM,low loyalty points; low average order value; long tenure,14.0,13214468.620000001,15330.01,1,0
10,1,RGDN4GY,2,2,0.0,0,1,1,15.0,68.42,43357.9,16.0,32.27270574,0,1,1,3,2,0,84,high,low,high,1,value_high;engagement_low;price_sensitive;support_risk,0.9465981980100636,Standard-At-Risk,0.9636245387196954,0.93,RGDN4GY,low loyalty points; high average order value; short tenure,15.0,3642063.6,43357.9,0,1
60,1,DYCTA7G,3,2,0.0,1,1,1,13.0,105.08,49879.43,8.0,520.39,1,0,1,3,2,1,644,high,medium,normal,1,value_high;engagement_medium;support_risk,0.9465819625270481,Standard-At-Risk,0.0013510464412811076,0.03,DYCTA7G,low loyalty points; high average order value; long tenure,13.0,32122352.92,49879.43,1,1
26,0,O62IL34,0,0,0.0,0,1,1,16.0,0.0,34890.36,41.26805767,504.1,0,1,1,2,3,1,745,medium,low,high,1,value_medium;engagement_low;price_sensitive;support_risk,0.9465818570351383,Standard-At-Risk,0.9668530005792647,0.94,O62IL34,low loyalty points; high average order value; long tenure,16.0,25993318.2,34890.36,0,1
16,0,9YWX61A,1,1,1.0,1,2,1,6.0,133.02,22767.62,16.0,651.36,0,1,1,3,0,1,686,medium,high,high,1,value_medium;engagement_high;price_sensitive;support_risk,0.9465728283701924,Standard-At-Risk,0.9643905561768539,0.97,9YWX61A,low loyalty points; low average order value; long tenure,6.0,15618587.319999998,22767.62,1,1
26,0,5KCB9L6,0,0,0.0,1,2,0,18.0,359.96,30630.72,29.0,595.35,1,1,0,1,2,1,959,medium,low,high,0,value_medium;engagement_low;price_sensitive,0.946572131201908,Standard-At-Risk,0.9665468037957088,0.99,5KCB9L6,low loyalty points; high average order value; long tenure,18.0,29374860.48,30630.72,1,0
43,0,8FZHV01,1,0,0.0,0,1,2,13.0,32.91,15215.29,23.0,1224.081405,1,0,0,1,7,1,336,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9465642438100422,VIP-At-Risk,0.9669388836199857,0.98,8FZHV01,high loyalty points; low average order value; short tenure,13.0,5112337.44,15215.29,0,0
15,0,ARDQXGC,2,0,1.0,0,2,0,15.0,371.23,47818.44,12.0,610.09,1,1,1,3,2,1,936,high,low,high,1,value_high;engagement_low;price_sensitive;support_risk,0.9465605946665265,Standard-At-Risk,0.47791924540753905,0.8,ARDQXGC,low loyalty points; high average order value; long tenure,15.0,44758059.84,47818.44,0,1
31,1,FSN3KOA,3,1,1.0,1,3,1,13.0,188.49,8948.77,25.0,606.41,0,1,0,1,2,1,188,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9465575964627794,Standard-At-Risk,0.007699748082594124,0.08,FSN3KOA,low loyalty points; low average order value; short tenure,13.0,1682368.76,8948.77,1,0
52,0,B036ZDO,0,2,0.0,1,2,0,8.0,127.27,11070.19,23.0,528.18,0,1,0,1,0,1,484,low,high,high,0,value_low;engagement_high;price_sensitive,0.9465526110660886,Standard-At-Risk,0.9730919683627293,0.97,B036ZDO,low loyalty points; low average order value; short tenure,8.0,5357971.96,11070.19,1,0
10,1,NE4NU7C,1,1,0.0,1,0,2,11.0,349.41,29881.26,20.0,695.57,0,1,0,1,1,1,188,medium,medium,high,0,value_medium;engagement_medium;price_sensitive,0.9465498317977808,Standard-At-Risk,0.013479098426980647,0.03,NE4NU7C,low loyalty points; high average order value; short tenure,11.0,5617676.88,29881.26,1,0
28,0,2HDRS03,0,1,0.0,1,2,1,13.0,237.06,28030.84,25.0,610.52,0,1,0,1,3,1,133,medium,medium,high,0,value_medium;engagement_medium;price_sensitive,0.9465359728044206,Standard-At-Risk,0.002286638832183838,0.0,2HDRS03,low loyalty points; high average order value; short tenure,13.0,3728101.72,28030.84,1,0
61,1,0AQPNIJ,2,2,0.0,2,1,0,13.0,280.98,18006.05,16.0,508.95,0,1,0,1,3,1,506,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9465356596214962,Standard-At-Risk,0.9681019542874901,0.98,0AQPNIJ,low loyalty points; low average order value; short tenure,13.0,9111061.299999999,18006.05,2,0
38,0,MVH5ZU7,0,1,1.0,0,2,2,17.0,96.83,14974.88,11.0,649.26,1,0,1,3,1,1,304,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9465275732479166,Standard-At-Risk,0.008303546073525512,0.04,MVH5ZU7,low loyalty points; low average order value; short tenure,17.0,4552363.52,14974.88,0,1
58,0,KA0RAK8,0,0,0.0,2,2,1,7.0,184.6,13560.98,5.0,650.83,1,0,0,1,0,1,1056,low,high,high,0,value_low;engagement_high;price_sensitive,0.9465179560960971,Standard-At-Risk,0.006844660637277068,0.07,KA0RAK8,low loyalty points; low average order value; long tenure,7.0,14320394.879999999,13560.98,2,0
29,1,00E704W,2,0,1.0,1,2,0,13.0,794.35,43763.06,25.0,500.26,0,1,1,2,3,1,672,high,medium,high,1,value_high;engagement_medium;price_sensitive;support_risk,0.9465096732549848,Standard-At-Risk,0.975627386572023,0.97,00E704W,low loyalty points; high average order value; long tenure,13.0,29408776.32,43763.06,1,1
30,0,OTOD742,1,0,1.0,1,2,1,21.0,168.35,3432.73,10.0,142.0702459,1,0,1,0,3,1,197,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9465067519148223,Standard-At-Risk,0.0008696493068631703,0.03,OTOD742,low loyalty points; low average order value; short tenure,21.0,676247.81,3432.73,1,1
11,0,I5BZ393,0,0,1.0,2,1,2,15.0,151.21,2921.58,28.0,540.32,1,0,0,1,1,1,1045,low,low,high,0,value_low;engagement_low;price_sensitive,0.946506365246127,Standard-At-Risk,0.96571506030008,1.0,I5BZ393,low loyalty points; low average order value; long tenure,15.0,3053051.1,2921.58,2,0
20,0,5VXP12G,1,0,1.0,2,2,0,3.0,368.35,42739.38,23.0,680.23,1,0,1,0,3,1,1028,high,high,normal,1,value_high;engagement_high;support_risk,0.9465033108539539,Standard-At-Risk,0.0026457353167969734,0.0,5VXP12G,low loyalty points; high average order value; long tenure,3.0,43936082.64,42739.38,2,1
14,1,EDLFCCB,3,2,0.0,0,0,0,13.0,325.93,46496.18,18.0,1231.801191,1,0,0,1,3,1,546,high,medium,normal,0,value_high;engagement_medium,0.9465024180342659,VIP-At-Risk,0.9686391102941064,0.42,EDLFCCB,high loyalty points; high average order value; long tenure,13.0,25386914.28,46496.18,0,0
24,0,PSJ238P,1,2,0.0,1,3,2,15.0,88.38,26504.2,0.0,871.4300991,1,0,1,0,2,0,987,medium,low,normal,1,value_medium;engagement_low;support_risk,0.9464999898705642,VIP-At-Risk,0.0005174851853385527,0.0,PSJ238P,high loyalty points; low average order value; long tenure,15.0,26159645.400000002,26504.2,1,1
60,0,4POVZ03,1,2,0.0,2,3,0,8.0,403.29,49868.91,7.0,529.67,1,1,1,2,3,1,445,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9464944613875205,Standard-At-Risk,0.4711657359203803,0.37,4POVZ03,low loyalty points; high average order value; short tenure,8.0,22191664.950000003,49868.91,2,1
19,0,OZDX6CW,0,1,1.0,2,3,1,6.0,1028.18,17076.84,26.0,631.16,1,1,1,3,2,1,497,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9464848951870528,Standard-At-Risk,0.011603269071939667,0.03,OZDX6CW,low loyalty points; low average order value; short tenure,6.0,8487189.48,17076.84,2,1
38,1,40K2PK1,1,1,0.0,2,2,2,7.0,333.62,42912.68,23.0,632.21,0,1,0,1,2,0,27,high,high,high,0,value_high;engagement_high;price_sensitive,0.946475521190223,Standard-At-Risk,0.4853164762980152,0.2,40K2PK1,low loyalty points; high average order value; short tenure,7.0,1158642.36,42912.68,2,0
36,1,E5XZW1A,3,1,1.0,0,1,0,14.0,192.1,10740.94,26.0,623.22,1,0,0,1,0,1,805,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9464714227660379,Standard-At-Risk,0.9578543686168005,1.0,E5XZW1A,low loyalty points; low average order value; long tenure,14.0,8646456.700000001,10740.94,0,0
34,0,X724OHO,1,2,0.0,2,0,1,16.0,1616.28577,25286.53,16.0,606.19,1,0,1,2,2,1,924,medium,low,normal,1,value_medium;engagement_low;support_risk,0.9464679582580191,Standard-At-Risk,0.009832773078088358,0.07,X724OHO,low loyalty points; low average order value; long tenure,16.0,23364753.72,25286.53,2,1
14,1,UQBVRHR,1,1,0.0,1,0,0,14.0,338.35,25349.98,16.0,615.39,0,1,1,4,3,1,1028,medium,medium,high,1,value_medium;engagement_medium;price_sensitive;support_risk,0.9464642167335154,Standard-At-Risk,0.9758456679680628,0.99,UQBVRHR,low loyalty points; low average order value; long tenure,14.0,26059779.44,25349.98,1,1
15,0,GOGL9BB,1,2,0.0,1,1,2,21.0,207.39,11925.15,16.0,501.18,0,1,1,2,3,1,943,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9464616756840154,Standard-At-Risk,0.00954135674758488,0.03,GOGL9BB,low loyalty points; low average order value; long tenure,21.0,11245416.45,11925.15,1,1
28,1,K8BRXEL,3,1,0.0,0,2,2,13.0,522.99,8158.53,16.0,618.66,1,1,0,1,0,1,656,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9464553223586066,Standard-At-Risk,0.9758974490951987,0.93,K8BRXEL,low loyalty points; low average order value; long tenure,13.0,5351995.68,8158.53,0,0
62,1,D1HDOYM,1,2,0.0,2,1,0,11.0,31.43,36584.93,15.0,681.43,1,0,0,1,1,1,945,high,medium,normal,0,value_high;engagement_medium,0.9464534383937196,Standard-At-Risk,0.9677795772817899,0.97,D1HDOYM,low loyalty points; high average order value; long tenure,11.0,34572758.85,36584.93,2,0
19,1,VRCRVGA,1,1,1.0,2,1,2,13.0,1198.22133,3603.46,18.0,669.75,1,0,0,1,1,1,102,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9464504013904262,Standard-At-Risk,0.0005174851853385527,0.0,VRCRVGA,low loyalty points; low average order value; short tenure,13.0,367552.92,3603.46,2,0
13,1,MFYIDS6,0,1,1.0,1,0,2,7.0,559.83,5457.3,24.0,621.67,0,1,1,2,3,1,440,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9464482229449326,Standard-At-Risk,0.016120867249080365,0.11,MFYIDS6,low loyalty points; low average order value; short tenure,7.0,2401212.0,5457.3,1,1
35,0,JQFYM2E,0,0,1.0,1,3,2,12.0,32.53,4506.88,11.0,226.1147795,1,0,1,2,7,1,643,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9464465878025626,Standard-At-Risk,0.007775851836199714,0.03,JQFYM2E,low loyalty points; low average order value; long tenure,12.0,2897923.84,4506.88,1,1
63,0,ZNC3I24,1,1,0.0,0,3,0,7.0,895.1374532,44637.18,21.0,611.46,1,0,0,1,2,1,854,high,high,normal,0,value_high;engagement_high,0.9464464942951921,Standard-At-Risk,0.7190559537280239,0.84,ZNC3I24,low loyalty points; high average order value; long tenure,7.0,38120151.72,44637.18,0,0
61,0,6OZSICO,0,1,0.0,2,2,1,3.0,141.83,19668.33,25.0,643.73,1,0,1,3,0,1,816,medium,high,normal,1,value_medium;engagement_high;support_risk,0.9464461826230199,Standard-At-Risk,0.0023997603097898885,0.0,6OZSICO,low loyalty points; low average order value; long tenure,3.0,16049357.280000001,19668.33,2,1
64,0,A7L6TA4,2,0,1.0,0,3,0,19.0,31.03,38150.97,7.0,246.350721,0,1,1,3,0,1,236,high,low,high,1,value_high;engagement_low;price_sensitive;support_risk,0.9464439877890343,Standard-At-Risk,0.9656725371282335,0.99,A7L6TA4,low loyalty points; high average order value; short tenure,19.0,9003628.92,38150.97,0,1
64,0,T95Y4TF,0,1,0.0,1,2,2,17.0,142.61,32832.45,11.0,649.18,1,0,0,1,7,1,435,medium,low,normal,0,value_medium;engagement_low,0.9464347809174117,Standard-At-Risk,0.5035524594040347,0.16,T95Y4TF,low loyalty points; high average order value; short tenure,17.0,14282115.749999998,32832.45,1,0
14,1,J70SUTL,1,2,0.0,3,1,1,11.0,1364.252984,30306.12,5.0,1204.348997,0,1,0,1,3,1,311,medium,medium,high,0,value_medium;engagement_medium;price_sensitive,0.9464324229673807,VIP-At-Risk,0.002467549988612815,0.02,J70SUTL,high loyalty points; high average order value; short tenure,11.0,9425203.32,30306.12,3,0
